_id,MISSION,MISSION STATEMENT,GOAL,GOAL STATEMENT,ACTION,ACTION STATEMENT,PROGRAMME,REPORT SUMMARY,Action Formal Stakeholder,Formal Stakeholder,Action Category,Report Category,Action Labels,Report Labels,Insert Datetime
684997d89b5e602eb0073020,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 1,"Promote and encourage participation  in the new Origin Green Gold  Membership, thus working towards  higher levels of ambition.",Origin Green,Origin Green member companies implement the programme by achieving Gold Membership through exceeding sustainability targets.,Bord Bia The Irish Food Board,Origin Green Member Companies,National Processors,"Branding, Marketing And Distribution","Branding, Marketing and Distribution 001","Branding, Marketing and Distribution 008",2025-06-11T15:51:04.974Z
684997d89b5e602eb0073021,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 1,"Promote and encourage participation  in the new Origin Green Gold  Membership, thus working towards  higher levels of ambition.",Origin Green,Actively involved as Gold Members committed to sustainability in the Origin Green programme.,Bord Bia The Irish Food Board,Irish Farmers' Association,"Branding, Marketing And Distribution",Trade Association,"Branding, Marketing and Distribution 001",Trade Association 013,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073022,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 1,"Promote and encourage participation  in the new Origin Green Gold  Membership, thus working towards  higher levels of ambition.",Origin Green,"Small to medium-sized enterprises (SMEs) are actively involved in the Origin Green programme as Gold Members, showcasing their commitment to sustainability.",Bord Bia The Irish Food Board,Small And Medium Enterprises,"Branding, Marketing And Distribution",Sales And Retail,"Branding, Marketing and Distribution 001",Sales and Retail 012,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073023,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 1,"Promote and encourage participation  in the new Origin Green Gold  Membership, thus working towards  higher levels of ambition.",Origin Green,Origin Green manufacturing members are actively involved in the programme by achieving Gold Membership through exceeding sustainability targets.,Bord Bia The Irish Food Board,Origin Green Manufacturing Members,"Branding, Marketing And Distribution","Branding, Marketing And Distribution","Branding, Marketing and Distribution 001","Branding, Marketing and Distribution 007",2025-06-11T15:51:04.974Z
684997d89b5e602eb0073024,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 1,"Promote and encourage participation  in the new Origin Green Gold  Membership, thus working towards  higher levels of ambition.",Origin Green,Actively involved in discussions and presentations at the Origin Green Sustainability Seminar.,Bord Bia The Irish Food Board,Customer Retail And Foodservice Members,"Branding, Marketing And Distribution",Sales And Retail,"Branding, Marketing and Distribution 001",Sales and Retail 003,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073025,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 1,"Promote and encourage participation  in the new Origin Green Gold  Membership, thus working towards  higher levels of ambition.",Origin Green,Actively involved in providing thought leadership presentations at the Origin Green Sustainability Seminar.,Bord Bia The Irish Food Board,Bord Bia The Irish Food Board,"Branding, Marketing And Distribution","Branding, Marketing And Distribution","Branding, Marketing and Distribution 001","Branding, Marketing and Distribution 001",2025-06-11T15:51:04.974Z
684997d89b5e602eb0073026,MISSION 2,Viable & Resilient  Primary Producers  with Enhanced  Wellbeing,MISSION 2 GOAL 1,Improve the Competitiveness and Productivity of Primary Producers,MISSION 2 GOAL 1 ACTION 32,"Develop a strategy  to set out the road  map for the horticulture industry to 2030,   taking advantage of the growing demand for fruit and  vegetables, whole-foods and amenity; to increase  production and consumption of Irish produce on  the domestic market and, where possible, to take  advantage of expanding opportunities internationally.",National Strategy for Horticulture (2023 – 2027),Actively involved in leading the development and implementation of the National Strategy for Horticulture (2023-2027).,Producers,Horticulture Industry Forum,"Branding, Marketing And Distribution",Trade Association,Producers 022,Trade Association 007,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073027,MISSION 2,Viable & Resilient  Primary Producers  with Enhanced  Wellbeing,MISSION 2 GOAL 1,Improve the Competitiveness and Productivity of Primary Producers,MISSION 2 GOAL 1 ACTION 32,"Develop a strategy  to set out the road  map for the horticulture industry to 2030,   taking advantage of the growing demand for fruit and  vegetables, whole-foods and amenity; to increase  production and consumption of Irish produce on  the domestic market and, where possible, to take  advantage of expanding opportunities internationally.",National Strategy for Horticulture (2023 – 2027),The Irish Farmers Association is actively involved in leading the development of a retail charter within the National Strategy for Horticulture (2023-2027).,Producers,Irish Farmers' Association,"Branding, Marketing And Distribution",Trade Association,Producers 022,Trade Association 013,2025-06-11T15:51:04.974Z
684997d89b5e602eb0073028,MISSION 2,Viable & Resilient  Primary Producers  with Enhanced  Wellbeing,MISSION 2 GOAL 1,Improve the Competitiveness and Productivity of Primary Producers,MISSION 2 GOAL 1 ACTION 32,"Develop a strategy  to set out the road  map for the horticulture industry to 2030,   taking advantage of the growing demand for fruit and  vegetables, whole-foods and amenity; to increase  production and consumption of Irish produce on  the domestic market and, where possible, to take  advantage of expanding opportunities internationally.",National Strategy for Horticulture (2023 – 2027),Bord Bia is actively involved in consumer promotion within the National Strategy for Horticulture (2023-2027).,Producers,Bord Bia The Irish Food Board,"Branding, Marketing And Distribution","Branding, Marketing And Distribution",Producers 022,"Branding, Marketing and Distribution 001",2025-06-11T15:51:04.974Z
684997d89b5e602eb0073029,MISSION 2,Viable & Resilient  Primary Producers  with Enhanced  Wellbeing,MISSION 2 GOAL 1,Improve the Competitiveness and Productivity of Primary Producers,MISSION 2 GOAL 1 ACTION 32,"Develop a strategy  to set out the road  map for the horticulture industry to 2030,   taking advantage of the growing demand for fruit and  vegetables, whole-foods and amenity; to increase  production and consumption of Irish produce on  the domestic market and, where possible, to take  advantage of expanding opportunities internationally.",National Strategy for Horticulture (2023 – 2027),Teagasc is actively involved in the implementation of the National Strategy for Horticulture (2023-2027).,Producers,Teagasc The Agriculture And Food Development Authority,Producers,Semi-State Agency,Producers 022,Semi-state agency 012,2025-06-11T15:51:04.974Z
684997d89b5e602eb007302a,MISSION 2,Viable & Resilient  Primary Producers  with Enhanced  Wellbeing,MISSION 2 GOAL 1,Improve the Competitiveness and Productivity of Primary Producers,MISSION 2 GOAL 1 ACTION 32,"Develop a strategy  to set out the road  map for the horticulture industry to 2030,   taking advantage of the growing demand for fruit and  vegetables, whole-foods and amenity; to increase  production and consumption of Irish produce on  the domestic market and, where possible, to take  advantage of expanding opportunities internationally.",National Strategy for Horticulture (2023 – 2027),Actively involved in the implementation of the National Strategy for Horticulture (2023 – 2027).,Producers,Enterprise Ireland,Producers,"Department Of Business, Employment And Retail",Producers 022,"Department of Business, Employment and Retail 003",2025-06-11T15:51:04.974Z
684997d89b5e602eb007302b,MISSION 2,Viable & Resilient  Primary Producers  with Enhanced  Wellbeing,MISSION 2 GOAL 1,Improve the Competitiveness and Productivity of Primary Producers,MISSION 2 GOAL 1 ACTION 32,"Develop a strategy  to set out the road  map for the horticulture industry to 2030,   taking advantage of the growing demand for fruit and  vegetables, whole-foods and amenity; to increase  production and consumption of Irish produce on  the domestic market and, where possible, to take  advantage of expanding opportunities internationally.",National Strategy for Horticulture (2023 – 2027),Retailers are actively involved in the programme through working groups and the development of a retail charter.,Producers,Retailers,Producers,Sales And Retail,Producers 022,Sales and Retail 011,2025-06-11T15:51:04.974Z
684997d89b5e602eb007302c,MISSION 2,Viable & Resilient  Primary Producers  with Enhanced  Wellbeing,MISSION 2 GOAL 1,Improve the Competitiveness and Productivity of Primary Producers,MISSION 2 GOAL 1 ACTION 32,"Develop a strategy  to set out the road  map for the horticulture industry to 2030,   taking advantage of the growing demand for fruit and  vegetables, whole-foods and amenity; to increase  production and consumption of Irish produce on  the domestic market and, where possible, to take  advantage of expanding opportunities internationally.",National Strategy for Horticulture (2023 – 2027),Producer Organisations are actively involved in workshops with interested growers as part of the National Strategy for Horticulture (2023-2027).,Producers,Producers,Producers,Producers,Producers 022,Producers 022,2025-06-11T15:51:04.974Z
684997d89b5e602eb007302d,MISSION 2,Viable & Resilient  Primary Producers  with Enhanced  Wellbeing,MISSION 2 GOAL 1,Improve the Competitiveness and Productivity of Primary Producers,MISSION 2 GOAL 1 ACTION 32,"Develop a strategy  to set out the road  map for the horticulture industry to 2030,   taking advantage of the growing demand for fruit and  vegetables, whole-foods and amenity; to increase  production and consumption of Irish produce on  the domestic market and, where possible, to take  advantage of expanding opportunities internationally.",National Strategy for Horticulture (2023 – 2027),Growers are actively involved in the implementation of the National Strategy for Horticulture through workshops and working groups.,Producers,Irish Farmers' Association,Producers,Trade Association,Producers 022,Trade Association 013,2025-06-11T15:51:04.974Z
